business_id,name,full_address,city,state,latitude,longitude,review_count,open,first_review_date,last_review_date,census_tract
JwUE5GmEO-sH1FuwJgKBlQ,Pine Cone Restaurant,"6162 US Highway 51
De Forest, WI 53532",De Forest,WI,43.238893,-89.335844,26,True,1404622800,1404622800,550250133012018
uGykseHzyS5xAMWoN6YUqA,Deforest Family Restaurant,"505 W North St
De Forest, WI 53532",De Forest,WI,43.252267,-89.353437,16,True,1396328400,1396328400,550250133022004
LRKJF43s9-3jG9Lgx4zODg,Culver's,"4910 County Rd V
De Forest, WI 53532",De Forest,WI,43.251045,-89.374983,7,True,1388383200,1388383200,550250132002049
RgDg-k9S5YD_BaxMckifkg,Chang Jiang Chinese Kitchen,"631 S Main St
De Forest, WI 53532",De Forest,WI,43.2408748,-89.3437217,3,True,1338181200,1338181200,550250133023007
rdAdANPNOcvUtoFgcaY9KA,Green Lantern Restaurant,"4412 Siggelkow Rd
Mc Farland, WI 53558",Mc Farland,WI,43.0256436,-89.3061344,33,True,1403499600,1403499600,550250105022033
_wZTYYL7cutanzAnJUTGMA,Beach House Restaurant & Lounge,"4506 Larson Beach Rd
Mc Farland, WI 53558",Mc Farland,WI,43.017701,-89.303789,31,True,1403326800,1403326800,550250105022035
zOc8lbjViUZajbY7M0aUCQ,Spartan Pizza,"5813 Main St
Mc Farland, WI 53558",Mc Farland,WI,43.014164,-89.288567,4,True,1349931600,1349931600,550250105024014
UgjVZTSOaYoEvws_lAP_Dw,Main Moon Chinese Restaurant,"4850 Larson Beach Rd
Mc Farland, WI 53558",Mc Farland,WI,43.0179387,-89.2986278,8,True,1393826400,1393826400,550250105023005
SKLw05kEIlZcpTD5pqma8Q,Imperial Garden Chinese Restaurant,"2039 Allen Blvd
Middleton, WI 53562",Middleton,WI,43.090642,-89.485169,41,True,1404363600,1404363600,550250001001017
77ESrCo7hQ96VpCWWdvoxg,Mi Cocina,"6230 University Ave
Middleton, WI 53562",Middleton,WI,43.0910607,-89.4874867,17,False,1383454800,1383454800,550250111012018
KTqNU4plO23583DYAMGXYg,Domino's Pizza,"2411 Allen Blvd
Middleton, WI 53562",Middleton,WI,43.1003841,-89.4862189,3,True,1264917600,1264917600,550250111012008
MKsb2VpLB-0UBODcInDsSw,China Wok Buffet,"6913 University Ave
Middleton, WI 53562",Middleton,WI,43.0970483,-89.5006856,12,True,1404968400,1404968400,550250110001001
ShEYKerTwb2LSORE5o_s7A,Prairie Cafe & Bakery,"6720 Frank Lloyd Wright Ave
Middleton, WI 53562",Middleton,WI,43.107227,-89.496995,38,True,1405400400,1405400400,550250111022011
HaBkx5PwvbBpQ2iNCgHnVQ,Paul's Neighborhood Bar,"2401 Parmenter St
Middleton, WI 53562",Middleton,WI,43.1014598,-89.5111616,11,True,1402030800,1402030800,550250111013006
KW6HejC-67KSL9J8Cz1dSw,Chin's Asia Fresh,"8414 Old Sauk Rd
Middleton, WI 53562",Middleton,WI,43.0753452677,-89.5284801808,28,True,1401080400,1401080400,550250109011092
wl-7A4jC0f27MOEmW-XTbQ,Grand China Restaurant,"2608 Allen Blvd
Middleton, WI 53562",Middleton,WI,43.1036633,-89.4864907,6,True,1400475600,1400475600,550250111012002
suQyHycqv8nA7EualcUB3g,Dennys,"8302 Greenway Blvd
Middleton, WI 53562",Middleton,WI,43.0905631,-89.5241674,5,True,1384149600,1384149600,550250109044011
uga5g16PncJOtY7Sc3A05w,McDonald's,"8308 Greenway Blvd
Middleton, WI 53562",Middleton,WI,43.090653,-89.5250779,6,True,1323151200,1323151200,550250109044013
xbJ9tdGbcVJIUkNgHSCwZQ,Hody Bar & Grill,"1914 Aurora St
Middleton, WI 53562",Middleton,WI,43.095696,-89.5128222,10,True,1381640400,1381640400,550250110001017
koRLvzIl-4fCybOIdk56jA,Louisianne's Etc,"7464 Hubbard Ave
Middleton, WI 53562",Middleton,WI,43.0955526,-89.5110574,56,True,1403154000,1403154000,550250110001009
cruBFtsFaBuhX_I72uU8pA,Papa John's Pizza,"6615 University Ave
Middleton, WI 53562",Middleton,WI,43.0955472,-89.4949208,3,True,1258610400,1258610400,550250110001000
X47o6R2rWiqGqvBtC7VS3Q,Three Sisters Old Town Inn,"2227 Parmenter St
Middleton, WI 53562",Middleton,WI,43.0999335,-89.511243,19,True,1397710800,1397710800,550250111013010
lN-5-YTsaJr_IByyA476iw,Middleton Sport Bowl,"6815 University Ave
Middleton, WI 53562",Middleton,WI,43.0969474,-89.4997902,10,True,1399957200,1399957200,550250110001001
IEmqrFe96NOhU07TA0rZdw,Stamm House At Pheasant Branch,"6625 Century Ave
Middleton, WI 53562",Middleton,WI,43.104535,-89.4944219,7,False,1319086800,1319086800,550250111011015
KFJ1jBfFkRfyn3AoAUl3YQ,Hardee's,"3311 W Beltline Hwy
Middleton, WI 53562",Middleton,WI,43.0976883,-89.5160417,5,True,1399957200,1399957200,550250109042020
G1qUGBNYNS220jKlPAlFsA,The Village Green Bar & Grill,"7508 Hubbard Ave
Middleton, WI 53562",Middleton,WI,43.095724,-89.5120419,34,True,1400302800,1400302800,550250110001016
6oDZ78JiSKjXVLcurCpnhw,Nitty Gritty Restaurant & Bar,"1021 N Gammon Rd
Middleton, WI 53562",Middleton,WI,43.0844596,-89.5021602,16,True,1404018000,1404018000,550250002051002
kiAsweI4sOjDzGyz3Y_HsQ,Culver's,"2906 Parmenter St
Middleton, WI 53562",Middleton,WI,43.1062742,-89.5113122,12,True,1403672400,1403672400,550250109042028
q8fD82us6uuGufvI44NoAg,Vin Santo,"7462 Hubbard Ave
Middleton, WI 53562",Middleton,WI,43.0955423,-89.5109658,53,True,1404536400,1404536400,550250110001009
oc0rCahXOaJeHLzzDdSfyA,Soup Factory,"1901 Cayuga St
Middleton, WI 53562",Middleton,WI,43.096359,-89.513737,3,False,1237525200,1237525200,550250110001006
Nj0vQjUYjaa7qbvZlEr2jQ,Club Tavern & Grille,"1915 Branch St
Middleton, WI 53562",Middleton,WI,43.0968907,-89.4949394,16,True,1357970400,1357970400,550250111012007
B0Vuwn6Hugc-0U5n31YBfg,C's Restaurant Bakery and Coffee Shop,"2550 Allen Blvd
Middleton, WI 53562",Middleton,WI,43.102896,-89.48674,15,True,1399179600,1399179600,550250111012020
3zD6rxB92Mr0jb-LoYFFWw,Burger King,"822 Windsor St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1876921,-89.2275279,14,True,1394946000,1394946000,550250115051019
OC8AUJshLVimn_-P_INvJw,Pizza Pit,"330 W Main St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1832772,-89.2185271,4,True,1380776400,1380776400,550250115063002
2pmMehsVKnwhgWPSOxrkjA,Panda Garden,"922 Windsor St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1876509,-89.2287907,8,True,1392876000,1392876000,550250115051023
NDAxF0_RCZBQedVO_d5WnA,Chang Jiang,"984 W Main St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1807862,-89.2304766,9,True,1403240400,1403240400,550250115052019
eptljN50_4BpIwc2Op_A_A,Deli Roma,"1632 W Main St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1783069,-89.241085,20,False,1399698000,1399698000,550250115052002
Xp7OA8gz7zDgB3I54jyb4g,SIR Hobo's,"710 W Main St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1822682,-89.2255538,20,True,1403845200,1403845200,550250115053015
5uxhIGZlJm9g_zfG_83z5Q,Peking Chinese Restaurant,"2091 McCoy Rd
Sun Prairie, WI 53590",Sun Prairie,WI,43.1753813,-89.2482454,6,True,1402117200,1402117200,550250115061006
yV-eB-pQVeWE7W-WPC8BUg,Prairie Diner,"1034 Windsor St
Sun Prairie, WI 53590",Sun Prairie,WI,43.188072,-89.230853,9,True,1399438800,1399438800,550250115051022
unMqU0OrlniCOKZIoQHb0A,Kfc,"1070 Emerald Ter
Sun Prairie, WI 53590",Sun Prairie,WI,43.186768,-89.231699,3,True,1384840800,1384840800,550250115052002
MlWXHxdbIODf9GUcvUTfGQ,Country Cafe,"1030 Emerald Ter
Sun Prairie, WI 53590",Sun Prairie,WI,43.1867059,-89.2308961,9,True,1403758800,1403758800,550250115052002
RIsEPpt2jM7c_Ko_CyLwMw,Dairy Queen,"704 W Main St
Sun Prairie, WI 53590",Sun Prairie,WI,43.1824889,-89.225254,4,True,1373950800,1373950800,550250115053015
O_Pu4mKGOqQVlmH07Zbnhg,The Rodeside Grill,"6317 Rostad Cir
Windsor, WI 53598",Windsor,WI,43.1934048235,-89.3387925625,14,True,1374987600,1374987600,550250114023065
HGzdDbukK8RJEc623kLz5Q,A&W Restaurant,"4505 Lake Cir
Windsor, WI 53598",Windsor,WI,43.19553,-89.344187,6,True,1374469200,1374469200,550250132004025
oX6KamASYXnMIe5kpVhezw,Flaming Wok,"4237 Lien Rd
Ste H
Mayfair Park
Madison, WI 53704",Madison,WI,43.120575,-89.3083769,20,True,1402462800,1402462800,550250026032049
S4TWo9X6b3gU6uucj4JN3g,Laredo's,"4001 Lien Rd
Mayfair Park
Madison, WI 53704",Madison,WI,43.120577,-89.314621,19,True,1384840800,1384840800,550250026032043
xZwaUcrFMSY1O9dK2dAUpA,China Wok,"1724 Fordem Ave
Madison, WI 53704",Madison,WI,43.0944782495,-89.3636251241,17,True,1402030800,1402030800,550250018042012
89O2bCyo92IpEEvgFXqOMw,Cousins Subs,"3715 E Washington Ave
Mayfair Park
Madison, WI 53704",Madison,WI,43.11731,-89.323053,3,True,1401339600,1401339600,550250026011000
XWDk-pLSbVE2Vvv9Z-zusQ,Burger King,"2655 E Washington Ave
Starkweather - Yahar
Madison, WI 53704",Madison,WI,43.101439,-89.347232,10,True,1404018000,1404018000,550250020004004
1hBOR97oX5Xph3J8Tdob7w,Cheeseburger in Paradise,"1601 Aspen Commons
Middleton, WI 53562",Middleton,WI,43.0904234,-89.5296526,46,True,1404450000,1404450000,550250109044014
ybkWtM1ZnT2ewuquj3A9KQ,Benvenuto's Italian Grill,"1849 Northport Dr
Sherman
Madison, WI 53704",Madison,WI,43.12967,-89.3609713,22,True,1404622800,1404622800,550250022001003
jo-BEjs7UYovOAupDAN_yw,Rocky Rococo Pan Style Pizza,"3001 N Sherman Ave
Sherman
Madison, WI 53704",Madison,WI,43.129412,-89.3632614,3,False,1384668000,1384668000,550250022001003
lNE3gOMb724YPlZAA8WlXQ,Denny's,"1798 Thierer Rd
Mayfair Park
Madison, WI 53704",Madison,WI,43.1234137,-89.3141696,6,True,1377061200,1377061200,550250026032040
cpGv6ES2hzPCtCUQgipwXw,New Orleans Take-Out,"1920 Fordem Ave
Madison, WI 53704",Madison,WI,43.0984345318,-89.3644666672,43,True,1402549200,1402549200,550250018042001
wPidHd5FxspPRgVqdEQ-Xw,Pedro's Mexican Restaurante,"3555 E Washington Ave
Hawthorne
Madison, WI 53704",Madison,WI,43.1146494,-89.3257337,48,True,1404709200,1404709200,550250026011012
yYIEKwgQUHJpySOcVdCAkg,Perkins Restaurant & Bakery,"4863 Hayes Rd
Bluff Acres
Madison, WI 53704",Madison,WI,43.136087,-89.299369,8,True,1402290000,1402290000,550250026021002
pSiRWeCqs7a1xvS9ycLoTQ,Chang Jiang,"4929 Commercial Ave
Ridgewood
Madison, WI 53704",Madison,WI,43.1065745,-89.2911086,6,True,1401512400,1401512400,550250026031011
QF14BFUVHRODxGNVflgm3A,Cracker Barrel Old Country Store,"2147 E Springs Dr
Madison, WI 53704",Madison,WI,43.1294409,-89.2941061,13,True,1402117200,1402117200,550250026032018
11yg-JMNCFowyIjJarzuDQ,Hardee's,"4814 Annamark Dr
Madison, WI 53704",Madison,WI,43.132307,-89.300914,5,True,1403154000,1403154000,550250026032005
q83uB6EGF6y2MuR-7VZPRg,Culver's,"1325 Northport Dr
Nobel Park
Madison, WI 53704",Madison,WI,43.1340507,-89.3718005,5,True,1370581200,1370581200,550250023011019
oudTF4EN_C8thENGiTQf-w,Chili's,"4344 E Towne Blvd
Madison, WI 53704",Madison,WI,43.1266792,-89.3087635,9,True,1391580000,1391580000,550250026032028
ZjwZIQM4TfFO7T7ck7FtYQ,Copps Food Center,"2502 Shopko Dr
Carpenter-Ridgeway
Madison, WI 53704",Madison,WI,43.112943,-89.349625,8,True,1397278800,1397278800,550250025002007
MVFeOZVt641WBvdsRmnhPg,Slice-N-Bullits Bar & Grill,"2417 Pennsylvania Ave
Emerson East
Madison, WI 53704",Madison,WI,43.104434,-89.357979,6,True,1335934800,1335934800,550250021004000
9vgu6o1CwP5NakVkb29z0g,Sarku Japan,"89 E Towne Mall
Madison, WI 53704",Madison,WI,43.1280801,-89.3043221,3,True,1403240400,1403240400,550250026032023
JdCFcgw4yk4M1ZRhAhBIag,Applebee's,"4710 E Towne Blvd
Madison, WI 53704",Madison,WI,43.130005,-89.303977,13,True,1392444000,1392444000,550250026032007
311yXufoXR2dFngMHS9MFg,McDonald's,"3051 E Washington Ave
Eken Park
Madison, WI 53704",Madison,WI,43.1042988,-89.3420412,3,True,1397797200,1397797200,550250021002001
QB64-PgfEUzbrOL50bJ0Bw,Wendy's,"3910 E Washington Ave
Westchester Gardens
Madison, WI 53704",Madison,WI,43.1216992,-89.3177873,3,True,1379221200,1379221200,550250026022021
rgyvl8tNVAony634_9vFdQ,Taco Bell,"3002 E Washington Ave
Eken Park
Madison, WI 53704",Madison,WI,43.10379,-89.342924,4,True,1399006800,1399006800,550250021002001
v5a-Mj4eO1E--HmgwEWo7A,Red Lobster,"4502 East Towne Blvd.
Madison, WI 53704",Madison,WI,43.128034,-89.307157,16,True,1404709200,1404709200,550250026032017
HTplzElel_F_U_qhWuDKdg,Dexter's Pub,"301 North St
Eken Park
Madison, WI 53704",Madison,WI,43.103498,-89.35019,53,True,1403240400,1403240400,550250021002011
O5lo-GKCG3cX8X4bh_DR_A,HomeTown Buffet,"1745 Parkside Dr
Mayfair Park
Madison, WI 53704",Madison,WI,43.122528,-89.314783,16,True,1397970000,1397970000,550250026032040
0oQFFOdPZycIBmGkoBrlbg,Noodles & Company,"4280 E Towne Blvd
Madison, WI 53704",Madison,WI,43.1253992406,-89.3097876185,19,True,1401080400,1401080400,550250026032039
QdSGdvZATzejDkSs435Rdw,Eagle Crest Bar,"3710 County Rd T
Ridgewood
Madison, WI 53704",Madison,WI,43.107341,-89.2873539,6,True,1389765600,1389765600,550250026031009
1YEuqVtVMHdpavzoGcUUug,International House of Pancakes,"4614 E Washington Ave
Bluff Acres
Madison, WI 53704",Madison,WI,43.1296507,-89.3062815,9,True,1405314000,1405314000,550250026023018
7uoxZ35biPZfl8m5w2_XRA,Papa John's,"2604 E Washington Ave
Starkweather - Yahar
Madison, WI 53704",Madison,WI,43.1005986,-89.3484122,3,True,1388296800,1388296800,550250020004011
uzJ2Vefb951El2oneQI8NQ,Wong's Garden,"2044 Atwood Ave
Schenk - Atwood
Madison, WI 53704",Madison,WI,43.0923931,-89.3537541,19,False,1387778400,1387778400,550250019005014
JPFzpR5PvZWqHXQMIZFk2w,Cool Beans Coffee House and Cafe,"1748 Eagan Rd
Madison, WI 53704",Madison,WI,43.122992,-89.309042,25,True,1393567200,1393567200,550250026032038
fjaQ3Ixkofh8xGhklUtDnA,Monty's Blue Plate Diner,"2089 Atwood Ave
Schenk - Atwood
Madison, WI 53704",Madison,WI,43.09242,-89.3518969,266,True,1404795600,1404795600,550250019001000
Ryq600aoE3h8_qRQGIed9A,People's Bakery,"2810 E Washington Ave
Eken Park
Madison, WI 53704",Madison,WI,43.102942,-89.345949,40,True,1404882000,1404882000,550250021002016
jqOPL979k-t_Vc049CnAjg,Rosati's Authentic Chicago Pizza,"4933 Commercial Ave
Ridgewood
Madison, WI 53704",Madison,WI,43.1065701,-89.2906599,4,True,1383544800,1383544800,550250026031043
nE51k932dNFc-gClgPguVw,Food Fight Inc,"2002 Atwood Ave
Ste 211
Schenk - Atwood
Madison, WI 53704",Madison,WI,43.0922016,-89.3546823,3,True,1384495200,1384495200,550250019005014
xMyTUliefguc3bfetGebJg,Pizza Pit,"1860 E Washington Ave
Emerson East
Madison, WI 53704",Madison,WI,43.092236,-89.360787,7,True,1380603600,1380603600,550250021004011
jqo3Ljexof9sA8PhSTwEjA,Maharaja Restaurant E Pt Plaza,"1707 Thierer Rd
Madison, WI 53704",Madison,WI,43.1222472,-89.3124158,34,True,1393135200,1393135200,550250026032040
68JsiWNLKs8NDCrBCxIWMA,Esquire Club,"1025 N Sherman Ave
Sherman
Madison, WI 53704",Madison,WI,43.111265,-89.363442,19,True,1406178000,1406178000,550250021001018
PhdMPqSdLZi6IV8SdnpUAQ,Olive Garden Italian Restaurant,"4320 E Towne Blvd
Madison, WI 53704",Madison,WI,43.126269,-89.309419,11,True,1398834000,1398834000,550250026032028
eC4iEcRR3p5NLq9Zf80ZGg,Imperial Garden Chinese Restaurant,"4214 E Washington Ave
Norman Acres
Madison, WI 53704",Madison,WI,43.1264618,-89.3115905,31,True,1404968400,1404968400,550250026023019
-4PHmmCt_RmAfaE3sDKW_g,Mr Roberts,"2116 Atwood Ave
Schenk - Atwood
Madison, WI 53704",Madison,WI,43.0928896,-89.3514303,11,True,1388210400,1388210400,550250019005016
JJFoeKZXgi2_LeECDMkkoQ,Tip Top Tavern,"601 N St
Emerson East
Madison, WI 53704",Madison,WI,43.0928709124,-89.3601219153,21,True,1405400400,1405400400,550250021004024
KHOHjA8HOcTlFBCtMQFv8A,Harmony Bar & Grill,"2201 Atwood Ave
Schenk - Atwood
Madison, WI 53704",Madison,WI,43.0931332,-89.3493112,36,True,1403240400,1403240400,550250020003014
ykxf0XiJt-d76dBwfO_yew,TGI Friday's,"2502 East Springs Dr
Madison, WI 53704",Madison,WI,43.1314601,-89.2987432,10,True,1399611600,1399611600,550250026032015
HLWtNcf3l-wKb6v9duteMQ,Smoky Jon's #1 BBQ,"2310 Packers Ave
Sherman
Madison, WI 53704",Madison,WI,43.123698,-89.355581,112,True,1405054800,1405054800,550250022001013
XIZ259hZ6Yww3C0o97MgUQ,Fazoli's,"2143 Zeier Rd
Madison, WI 53704",Madison,WI,43.127149,-89.30111,8,True,1402722000,1402722000,550250026032011
Pa_brCvUaiUPPvm3tJQwgw,Dimitri's Gyros,"3502 E Washington Ave
Hawthorne
Madison, WI 53704",Madison,WI,43.1146547,-89.3284689,3,False,1278306000,1278306000,550250025001085
j515klfbCAEF3KPiKvHz9g,Pat O'Malley's Jet Room,"3606 Corben Ct
Madison, WI 53704",Madison,WI,43.140174,-89.3258863,36,True,1405314000,1405314000,550250025001007
S2x-rEziU3ONR9zO_vpPxA,Panera Bread,"2627 E Springs Drive
Madison, WI 53704",Madison,WI,43.131078,-89.3014893,11,True,1399266000,1399266000,550250026032006
MONajnUQ5-IRtv8PSPn_yA,Cottage Cafe,"915 Atlas Ave
Madison, WI 53714",Madison,WI,43.084991,-89.3070715,13,True,1400648400,1400648400,550250030014002
Jb5SB2OXbRW0e7ErGlMK-Q,Michael's Frozen Custard,"3826 Atwood Ave
Eastmorland
Madison, WI 53714",Madison,WI,43.0851535,-89.325334,32,True,1399870800,1399870800,550250027002025
pHBQ-dQRwN3z7Rq7iSog-A,Pizza Hut,"4762 Cottage Grove Rd
Rolling Meadows
Madison, WI 53716",Madison,WI,43.084614,-89.299749,5,True,1388815200,1388815200,550250030013011
brkJrGv2Eaj9NTl9g2RMgA,Rocky Rococo Pan Style Pizza,"4556 Monona Dr
Madison, WI 53716",Madison,WI,43.0702323,-89.3261015,3,True,1401339600,1401339600,550250103001020
spiYqne1kXzYQxDTZfKt2g,Fat Jacks Barbecue,"6207 Monona Dr
Monona, WI 53716",Monona,WI,43.050444,-89.325618,23,True,1404968400,1404968400,550250104002000
U_m1zmeKhRkqOLxHFBXdEg,La Bamba,"5809 Monona Dr
Monona, WI 53716",Monona,WI,43.055932,-89.32615,4,True,1403326800,1403326800,550250104001014
UyEbMXjDTNGks_k12fGNdg,Poppa Coronofoulos Gyros & Chicago Style Deli,"4426 E Buckeye Rd
Elvehjem
Madison, WI 53716",Madison,WI,43.073723,-89.307305,5,False,1297576800,1297576800,550250031004004
Hld3cjWyfPpW5hDcgXfNQA,Angelo's,"5801 Monona Dr
Monona, WI 53716",Monona,WI,43.0567319,-89.326138,19,True,1395982800,1395982800,550250104001014
